,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam
196,196,196,196,2009-09-13,2009091304,3,1,4.0,07:05,8,3125.0,30.0,CLE,18.0,82.0,14,-4,0.0,1.0,CLE
197,197,197,197,2009-09-13,2009091304,4,1,1.0,06:55,7,3115.0,10.0,CLE,49.0,49.0,10,6,0.0,0.0,MIN
198,198,198,198,2009-09-13,2009091304,4,1,2.0,06:21,7,3081.0,34.0,CLE,43.0,43.0,4,9,0.0,0.0,MIN
199,199,199,199,2009-09-13,2009091304,4,1,3.0,05:45,6,3045.0,36.0,CLE,40.0,40.0,1,16,0.0,1.0,MIN
200,200,200,200,2009-09-13,2009091304,4,1,1.0,05:10,6,3010.0,35.0,CLE,33.0,33.0,10,12,0.0,0.0,MIN
201,201,201,201,2009-09-13,2009091304,4,1,2.0,04:31,5,2971.0,39.0,CLE,37.0,37.0,14,25,0.0,0.0,MIN
202,202,202,202,2009-09-13,2009091304,4,1,3.0,03:48,4,2928.0,43.0,CLE,24.0,24.0,1,30,0.0,1.0,MIN
203,203,203,203,2009-09-13,2009091304,4,1,1.0,03:07,4,2887.0,41.0,CLE,19.0,19.0,10,35,0.0,0.0,MIN
204,204,204,204,2009-09-13,2009091304,4,1,2.0,02:17,3,2837.0,50.0,CLE,14.0,14.0,5,46,0.0,1.0,MIN
205,205,205,205,2009-09-13,2009091304,4,1,1.0,01:33,2,2793.0,44.0,CLE,3.0,3.0,3,48,1.0,0.0,MIN
206,206,206,206,2009-09-13,2009091304,4,1,2.0,00:55,1,2755.0,38.0,CLE,1.0,1.0,1,46,1.0,0.0,MIN
207,207,207,207,2009-09-13,2009091304,4,1,3.0,00:10,1,2710.0,45.0,CLE,3.0,3.0,3,46,1.0,0.0,MIN
208,208,208,208,2009-09-13,2009091304,4,1,4.0,00:06,1,2706.0,4.0,CLE,3.0,3.0,3,46,1.0,0.0,MIN
209,209,209,209,2009-09-13,2009091304,5,1,,00:03,1,2703.0,3.0,MIN,30.0,30.0,0,0,0.0,0.0,CLE
210,210,210,210,2009-09-13,2009091304,5,1,,00:00,0,2700.0,3.0,MIN,30.0,30.0,0,0,0.0,,
211,211,211,211,2009-09-13,2009091304,5,2,1.0,15:00,15,2700.0,0.0,CLE,14.0,86.0,10,5,0.0,0.0,CLE
212,212,212,212,2009-09-13,2009091304,5,2,2.0,14:24,15,2664.0,36.0,CLE,14.0,86.0,10,5,0.0,0.0,CLE
213,213,213,213,2009-09-13,2009091304,5,2,3.0,13:37,14,2617.0,47.0,CLE,19.0,81.0,5,-4,0.0,0.0,CLE
214,214,214,214,2009-09-13,2009091304,5,2,4.0,13:11,14,2591.0,26.0,CLE,10.0,90.0,14,-4,0.0,1.0,CLE
215,215,215,215,2009-09-13,2009091304,6,2,1.0,12:56,13,2576.0,15.0,CLE,23.0,23.0,10,2,0.0,0.0,MIN
216,216,216,216,2009-09-13,2009091304,6,2,2.0,12:27,13,2547.0,29.0,CLE,21.0,21.0,8,20,0.0,1.0,MIN
217,217,217,217,2009-09-13,2009091304,6,2,1.0,11:54,12,2514.0,33.0,CLE,3.0,3.0,3,22,1.0,0.0,MIN
218,218,218,218,2009-09-13,2009091304,6,2,2.0,11:17,12,2477.0,37.0,CLE,1.0,1.0,1,23,1.0,0.0,MIN
219,219,219,219,2009-09-13,2009091304,6,2,,11:09,12,2469.0,8.0,CLE,2.0,2.0,0,23,0.0,0.0,MIN
220,220,220,220,2009-09-13,2009091304,7,2,,11:09,12,2469.0,0.0,MIN,30.0,30.0,0,0,0.0,,CLE
221,221,221,221,2009-09-13,2009091304,7,2,1.0,11:02,12,2462.0,7.0,CLE,25.0,75.0,10,2,0.0,0.0,CLE
222,222,222,222,2009-09-13,2009091304,7,2,2.0,10:17,11,2417.0,45.0,CLE,27.0,73.0,8,73,0.0,1.0,CLE
223,223,223,223,2009-09-13,2009091304,7,2,1.0,09:43,10,2383.0,34.0,CLE,39.0,61.0,10,29,0.0,1.0,CLE
224,224,224,224,2009-09-13,2009091304,7,2,1.0,09:17,10,2357.0,26.0,MIN,46.0,46.0,10,36,0.0,0.0,CLE
225,225,225,225,2009-09-13,2009091304,7,2,2.0,08:36,9,2316.0,41.0,MIN,39.0,39.0,3,41,0.0,1.0,CLE
226,226,226,226,2009-09-13,2009091304,7,2,1.0,07:54,8,2274.0,42.0,MIN,34.0,34.0,10,69,0.0,1.0,CLE
227,227,227,227,2009-09-13,2009091304,7,2,1.0,07:47,8,2267.0,7.0,MIN,6.0,6.0,6,74,1.0,0.0,CLE
228,228,228,228,2009-09-13,2009091304,7,2,2.0,07:16,8,2236.0,31.0,MIN,3.0,3.0,3,74,1.0,0.0,CLE
229,229,229,229,2009-09-13,2009091304,7,2,3.0,06:38,7,2198.0,38.0,MIN,1.0,1.0,1,73,1.0,0.0,CLE
230,230,230,230,2009-09-13,2009091304,7,2,4.0,06:00,6,2160.0,38.0,MIN,2.0,2.0,2,73,1.0,0.0,CLE
231,231,231,231,2009-09-13,2009091304,8,2,,05:57,6,2157.0,3.0,CLE,30.0,30.0,0,0,0.0,,MIN
232,232,232,232,2009-09-13,2009091304,8,2,1.0,05:57,6,2157.0,0.0,MIN,20.0,80.0,10,9,0.0,0.0,MIN
233,233,233,233,2009-09-13,2009091304,8,2,2.0,05:23,6,2123.0,34.0,MIN,29.0,71.0,1,9,0.0,0.0,MIN
234,234,234,234,2009-09-13,2009091304,8,2,3.0,04:39,5,2079.0,44.0,MIN,29.0,71.0,1,9,0.0,0.0,MIN
235,235,235,235,2009-09-13,2009091304,8,2,4.0,04:13,5,2053.0,26.0,MIN,29.0,71.0,1,9,0.0,1.0,MIN
236,236,236,236,2009-09-13,2009091304,9,2,1.0,04:05,5,2045.0,8.0,CLE,42.0,58.0,10,0,0.0,0.0,CLE
237,237,237,237,2009-09-13,2009091304,9,2,2.0,04:02,5,2042.0,3.0,CLE,42.0,58.0,10,-5,0.0,0.0,CLE
238,238,238,238,2009-09-13,2009091304,9,2,2.0,04:02,5,2042.0,0.0,CLE,37.0,63.0,15,-6,0.0,0.0,CLE
239,239,239,239,2009-09-13,2009091304,9,2,3.0,03:20,4,2000.0,42.0,CLE,36.0,64.0,16,5,0.0,0.0,CLE
240,240,240,240,2009-09-13,2009091304,9,2,4.0,02:30,3,1950.0,50.0,CLE,47.0,53.0,5,5,0.0,1.0,CLE
241,241,241,241,2009-09-13,2009091304,10,2,1.0,02:23,3,1943.0,7.0,MIN,15.0,85.0,10,0,0.0,0.0,MIN
242,242,242,242,2009-09-13,2009091304,10,2,2.0,02:19,3,1939.0,4.0,MIN,15.0,85.0,10,-6,0.0,0.0,MIN
243,243,243,243,2009-09-13,2009091304,10,2,,02:00,2,1920.0,19.0,MIN,15.0,15.0,0,-6,0.0,0.0,
244,244,244,244,2009-09-13,2009091304,10,2,3.0,02:00,2,1920.0,0.0,MIN,9.0,91.0,16,4,0.0,0.0,MIN
245,245,245,245,2009-09-13,2009091304,10,2,,01:46,2,1906.0,14.0,MIN,9.0,9.0,0,4,0.0,0.0,
246,246,246,246,2009-09-13,2009091304,10,2,4.0,01:46,2,1906.0,0.0,MIN,19.0,81.0,6,4,0.0,0.0,MIN
247,247,247,247,2009-09-13,2009091304,11,2,,01:30,2,1890.0,16.0,CLE,30.0,30.0,0,0,0.0,,MIN
248,248,248,248,2009-09-13,2009091304,11,2,1.0,01:24,2,1884.0,6.0,MIN,26.0,74.0,10,0,0.0,0.0,MIN
249,249,249,249,2009-09-13,2009091304,11,2,2.0,01:20,2,1880.0,4.0,MIN,26.0,74.0,10,8,0.0,0.0,MIN
250,250,250,250,2009-09-13,2009091304,11,2,3.0,01:14,2,1874.0,6.0,MIN,34.0,66.0,2,8,0.0,0.0,MIN
251,251,251,251,2009-09-13,2009091304,11,2,4.0,01:11,2,1871.0,3.0,MIN,34.0,66.0,2,8,0.0,1.0,MIN
252,252,252,252,2009-09-13,2009091304,12,2,1.0,01:04,2,1864.0,7.0,CLE,39.0,61.0,10,0,0.0,0.0,CLE
253,253,253,253,2009-09-13,2009091304,12,2,2.0,01:00,1,1860.0,4.0,CLE,39.0,61.0,10,2,0.0,0.0,CLE
254,254,254,254,2009-09-13,2009091304,12,2,3.0,00:15,1,1815.0,45.0,CLE,41.0,59.0,8,1,0.0,0.0,CLE
255,255,255,255,2009-09-13,2009091304,12,2,,00:00,0,1800.0,15.0,CLE,41.0,41.0,0,1,0.0,0.0,
256,256,256,256,2009-09-13,2009091304,13,3,,15:00,15,1800.0,0.0,CLE,30.0,30.0,0,0,0.0,,MIN
257,257,257,257,2009-09-13,2009091304,13,3,1.0,14:50,15,1790.0,10.0,MIN,45.0,55.0,10,5,0.0,0.0,MIN
258,258,258,258,2009-09-13,2009091304,13,3,2.0,14:15,15,1755.0,35.0,MID,50.0,50.0,5,11,0.0,1.0,MIN
259,259,259,259,2009-09-13,2009091304,13,3,1.0,13:41,14,1721.0,34.0,CLE,44.0,44.0,10,22,0.0,1.0,MIN
260,260,260,260,2009-09-13,2009091304,13,3,1.0,13:41,14,1721.0,0.0,CLE,33.0,33.0,10,17,0.0,1.0,MIN
261,261,261,261,2009-09-13,2009091304,13,3,1.0,12:47,13,1667.0,54.0,CLE,38.0,38.0,15,22,0.0,0.0,MIN
262,262,262,262,2009-09-13,2009091304,13,3,2.0,12:40,13,1660.0,7.0,CLE,38.0,38.0,15,22,0.0,0.0,MIN
263,263,263,263,2009-09-13,2009091304,13,3,3.0,12:09,13,1629.0,31.0,CLE,33.0,33.0,10,35,0.0,1.0,MIN
264,264,264,264,2009-09-13,2009091304,13,3,1.0,11:31,12,1591.0,38.0,CLE,20.0,20.0,10,51,0.0,1.0,MIN
265,265,265,265,2009-09-13,2009091304,13,3,1.0,11:26,12,1586.0,5.0,CLE,4.0,4.0,4,54,1.0,0.0,MIN
266,266,266,266,2009-09-13,2009091304,13,3,2.0,10:51,11,1551.0,35.0,CLE,1.0,1.0,1,54,1.0,0.0,MIN
267,267,267,267,2009-09-13,2009091304,13,3,3.0,10:10,11,1510.0,41.0,CLE,1.0,1.0,1,55,1.0,0.0,MIN
268,268,268,268,2009-09-13,2009091304,13,3,,10:07,11,1507.0,3.0,CLE,2.0,2.0,0,55,0.0,0.0,MIN
269,269,269,269,2009-09-13,2009091304,14,3,,10:07,11,1507.0,0.0,MIN,30.0,30.0,0,0,0.0,,CLE
270,270,270,270,2009-09-13,2009091304,14,3,1.0,09:59,10,1499.0,8.0,CLE,28.0,72.0,10,14,0.0,1.0,CLE
271,271,271,271,2009-09-13,2009091304,14,3,1.0,09:22,10,1462.0,37.0,CLE,42.0,58.0,10,22,0.0,0.0,CLE
272,272,272,272,2009-09-13,2009091304,14,3,2.0,08:45,9,1425.0,37.0,MID,50.0,50.0,2,22,0.0,1.0,CLE
273,273,273,273,2009-09-13,2009091304,15,3,1.0,08:38,9,1418.0,7.0,MIN,18.0,82.0,10,2,0.0,0.0,MIN
274,274,274,274,2009-09-13,2009091304,15,3,2.0,07:53,8,1373.0,45.0,MIN,20.0,80.0,8,9,0.0,0.0,MIN
275,275,275,275,2009-09-13,2009091304,15,3,3.0,07:14,8,1334.0,39.0,MIN,27.0,73.0,1,11,0.0,1.0,MIN
276,276,276,276,2009-09-13,2009091304,15,3,1.0,06:31,7,1291.0,43.0,MIN,29.0,71.0,10,3,0.0,0.0,MIN
277,277,277,277,2009-09-13,2009091304,15,3,2.0,06:09,7,1269.0,22.0,MIN,21.0,79.0,18,24,0.0,1.0,MIN
278,278,278,278,2009-09-13,2009091304,15,3,1.0,05:33,6,1233.0,36.0,MIN,42.0,58.0,10,30,0.0,0.0,MIN
279,279,279,279,2009-09-13,2009091304,15,3,2.0,05:02,6,1202.0,31.0,MIN,48.0,52.0,4,37,0.0,1.0,MIN
280,280,280,280,2009-09-13,2009091304,15,3,1.0,04:33,5,1173.0,29.0,CLE,45.0,45.0,10,42,0.0,0.0,MIN
281,281,281,281,2009-09-13,2009091304,15,3,2.0,03:51,4,1131.0,42.0,CLE,40.0,40.0,5,50,0.0,1.0,MIN
282,282,282,282,2009-09-13,2009091304,15,3,1.0,03:11,4,1091.0,40.0,CLE,32.0,32.0,10,69,0.0,1.0,MIN
283,283,283,283,2009-09-13,2009091304,15,3,1.0,02:31,3,1051.0,40.0,CLE,13.0,13.0,10,67,0.0,0.0,MIN
284,284,284,284,2009-09-13,2009091304,15,3,2.0,01:51,2,1011.0,40.0,CLE,15.0,15.0,12,76,0.0,0.0,MIN
285,285,285,285,2009-09-13,2009091304,15,3,3.0,01:12,2,972.0,39.0,CLE,6.0,6.0,3,82,0.0,0.0,MIN
286,286,286,286,2009-09-13,2009091304,15,3,,01:06,2,966.0,6.0,CLE,2.0,2.0,0,82,0.0,0.0,MIN
287,287,287,287,2009-09-13,2009091304,16,3,,01:06,2,966.0,0.0,MIN,30.0,30.0,0,0,0.0,,CLE
288,288,288,288,2009-09-13,2009091304,16,3,1.0,01:00,1,960.0,6.0,CLE,19.0,81.0,10,11,0.0,1.0,CLE
289,289,289,289,2009-09-13,2009091304,16,3,1.0,00:34,1,934.0,26.0,CLE,30.0,70.0,10,13,0.0,0.0,CLE
290,290,290,290,2009-09-13,2009091304,16,3,2.0,00:03,1,903.0,31.0,CLE,32.0,68.0,8,16,0.0,0.0,CLE
291,291,291,291,2009-09-13,2009091304,16,3,,00:00,0,900.0,3.0,CLE,32.0,32.0,0,16,0.0,0.0,
292,292,292,292,2009-09-13,2009091304,16,4,3.0,15:00,15,900.0,0.0,CLE,35.0,65.0,5,21,0.0,1.0,CLE
293,293,293,293,2009-09-13,2009091304,16,4,1.0,15:00,15,900.0,0.0,CLE,40.0,60.0,10,33,0.0,1.0,CLE
294,294,294,294,2009-09-13,2009091304,16,4,1.0,14:25,15,865.0,35.0,MIN,48.0,48.0,10,33,0.0,0.0,CLE
295,295,295,295,2009-09-13,2009091304,16,4,2.0,14:19,15,859.0,6.0,MIN,48.0,48.0,10,35,0.0,0.0,CLE
296,296,296,296,2009-09-13,2009091304,16,4,3.0,14:19,15,859.0,0.0,MIN,46.0,46.0,8,30,0.0,0.0,CLE
297,297,297,297,2009-09-13,2009091304,16,4,3.0,13:28,14,808.0,51.0,CLE,49.0,51.0,13,30,0.0,0.0,CLE
298,298,298,298,2009-09-13,2009091304,16,4,4.0,13:23,14,803.0,5.0,CLE,49.0,51.0,13,30,0.0,1.0,CLE
299,299,299,299,2009-09-13,2009091304,17,4,1.0,13:15,14,795.0,8.0,MIN,12.0,88.0,10,12,0.0,1.0,MIN
300,300,300,300,2009-09-13,2009091304,17,4,1.0,12:47,13,767.0,28.0,MIN,24.0,76.0,10,12,0.0,0.0,MIN
301,301,301,301,2009-09-13,2009091304,17,4,2.0,12:43,13,763.0,4.0,MIN,24.0,76.0,10,16,0.0,0.0,MIN
302,302,302,302,2009-09-13,2009091304,17,4,3.0,12:01,13,721.0,42.0,MIN,28.0,72.0,6,16,0.0,0.0,MIN
303,303,303,303,2009-09-13,2009091304,17,4,4.0,11:55,12,715.0,6.0,MIN,28.0,72.0,6,16,0.0,1.0,MIN
304,304,304,304,2009-09-13,2009091304,18,4,1.0,11:43,12,703.0,12.0,CLE,27.0,73.0,10,1,0.0,0.0,CLE
305,305,305,305,2009-09-13,2009091304,18,4,2.0,11:20,12,680.0,23.0,CLE,28.0,72.0,9,8,0.0,0.0,CLE
306,306,306,306,2009-09-13,2009091304,18,4,3.0,10:57,11,657.0,23.0,CLE,35.0,65.0,2,3,0.0,0.0,CLE
307,307,307,307,2009-09-13,2009091304,18,4,3.0,10:39,11,639.0,18.0,CLE,30.0,70.0,7,13,0.0,1.0,CLE
308,308,308,308,2009-09-13,2009091304,18,4,1.0,10:15,11,615.0,24.0,CLE,40.0,60.0,10,7,0.0,1.0,CLE
309,309,309,309,2009-09-13,2009091304,19,4,1.0,10:01,11,601.0,14.0,CLE,34.0,34.0,10,3,0.0,0.0,MIN
310,310,310,310,2009-09-13,2009091304,19,4,2.0,09:26,10,566.0,35.0,CLE,31.0,31.0,7,22,0.0,1.0,MIN
311,311,311,311,2009-09-13,2009091304,19,4,1.0,08:55,9,535.0,31.0,CLE,12.0,12.0,10,24,0.0,0.0,MIN
312,312,312,312,2009-09-13,2009091304,19,4,2.0,08:11,9,491.0,44.0,CLE,10.0,10.0,8,17,0.0,0.0,MIN
313,313,313,313,2009-09-13,2009091304,19,4,3.0,07:38,8,458.0,33.0,CLE,17.0,17.0,15,14,0.0,0.0,MIN
314,314,314,314,2009-09-13,2009091304,19,4,4.0,06:59,7,419.0,39.0,CLE,20.0,20.0,18,14,0.0,0.0,MIN
315,315,315,315,2009-09-13,2009091304,20,4,,06:55,7,415.0,4.0,MIN,30.0,30.0,0,0,0.0,,CLE
316,316,316,316,2009-09-13,2009091304,20,4,1.0,06:48,7,408.0,7.0,CLE,26.0,74.0,10,-5,0.0,1.0,CLE
317,317,317,317,2009-09-13,2009091304,20,4,1.0,06:48,7,408.0,0.0,CLE,21.0,79.0,15,-5,0.0,0.0,CLE
318,318,318,318,2009-09-13,2009091304,20,4,2.0,06:45,7,405.0,3.0,CLE,21.0,79.0,15,-5,0.0,0.0,CLE
319,319,319,319,2009-09-13,2009091304,20,4,3.0,06:38,7,398.0,7.0,CLE,21.0,79.0,15,3,0.0,0.0,CLE
320,320,320,320,2009-09-13,2009091304,20,4,4.0,06:21,7,381.0,17.0,CLE,29.0,71.0,7,3,0.0,1.0,CLE
321,321,321,321,2009-09-13,2009091304,21,4,1.0,06:11,7,371.0,10.0,MIN,36.0,64.0,10,64,0.0,0.0,MIN
322,322,322,322,2009-09-13,2009091304,21,4,,05:58,6,358.0,13.0,CLE,2.0,2.0,0,64,0.0,0.0,MIN
323,323,323,323,2009-09-13,2009091304,22,4,,05:58,6,358.0,0.0,MIN,30.0,30.0,0,0,0.0,,CLE
324,324,324,324,2009-09-13,2009091304,22,4,1.0,05:53,6,353.0,5.0,CLE,19.0,81.0,10,-2,0.0,0.0,CLE
325,325,325,325,2009-09-13,2009091304,22,4,2.0,05:35,6,335.0,18.0,CLE,17.0,83.0,12,17,0.0,1.0,CLE
326,326,326,326,2009-09-13,2009091304,22,4,1.0,05:08,6,308.0,27.0,CLE,36.0,64.0,10,17,0.0,0.0,CLE
327,327,327,327,2009-09-13,2009091304,22,4,2.0,05:04,6,304.0,4.0,CLE,36.0,64.0,10,17,0.0,0.0,CLE
328,328,328,328,2009-09-13,2009091304,22,4,3.0,05:00,5,300.0,4.0,CLE,36.0,64.0,10,17,0.0,0.0,CLE
329,329,329,329,2009-09-13,2009091304,22,4,4.0,04:52,5,292.0,8.0,CLE,36.0,64.0,10,17,0.0,1.0,CLE
330,330,330,330,2009-09-13,2009091304,23,4,1.0,04:47,5,287.0,5.0,CLE,36.0,36.0,10,1,0.0,0.0,MIN
331,331,331,331,2009-09-13,2009091304,23,4,2.0,04:05,5,245.0,42.0,CLE,34.0,34.0,8,1,0.0,0.0,MIN
332,332,332,332,2009-09-13,2009091304,23,4,3.0,03:20,4,200.0,45.0,CLE,35.0,35.0,9,1,0.0,0.0,MIN
333,333,333,333,2009-09-13,2009091304,23,4,4.0,03:12,4,192.0,8.0,CLE,35.0,35.0,9,1,0.0,1.0,MIN
334,334,334,334,2009-09-13,2009091304,24,4,1.0,03:03,4,183.0,9.0,CLE,20.0,80.0,10,21,0.0,1.0,CLE
335,335,335,335,2009-09-13,2009091304,24,4,1.0,02:39,3,159.0,24.0,CLE,30.0,70.0,10,21,0.0,1.0,CLE
336,336,336,336,2009-09-13,2009091304,24,4,1.0,02:10,3,130.0,29.0,CLE,41.0,59.0,10,21,0.0,0.0,CLE
337,337,337,337,2009-09-13,2009091304,24,4,2.0,02:04,3,124.0,6.0,CLE,41.0,59.0,10,38,0.0,0.0,CLE
338,338,338,338,2009-09-13,2009091304,24,4,,01:56,2,116.0,8.0,CLE,41.0,41.0,0,38,0.0,,
339,339,339,339,2009-09-13,2009091304,24,4,1.0,01:56,2,116.0,0.0,MIN,42.0,42.0,10,43,0.0,0.0,CLE
340,340,340,340,2009-09-13,2009091304,24,4,2.0,01:37,2,97.0,19.0,MIN,37.0,37.0,5,54,0.0,1.0,CLE
341,341,341,341,2009-09-13,2009091304,24,4,1.0,01:14,2,74.0,23.0,MIN,26.0,26.0,10,44,0.0,1.0,CLE
342,342,342,342,2009-09-13,2009091304,24,4,1.0,01:08,2,68.0,6.0,MIN,36.0,36.0,20,62,0.0,0.0,CLE
343,343,343,343,2009-09-13,2009091304,24,4,,00:59,1,59.0,9.0,MIN,36.0,36.0,0,62,0.0,0.0,
344,344,344,344,2009-09-13,2009091304,24,4,2.0,00:59,1,59.0,0.0,MIN,18.0,18.0,2,80,0.0,0.0,CLE
345,345,345,345,2009-09-13,2009091304,24,4,3.0,00:35,1,35.0,24.0,MIN,26.0,26.0,10,80,0.0,0.0,CLE
346,346,346,346,2009-09-13,2009091304,24,4,,00:28,1,28.0,7.0,MIN,2.0,2.0,0,80,0.0,0.0,CLE
347,347,347,347,2009-09-13,2009091304,25,4,,00:28,1,28.0,0.0,CLE,30.0,30.0,0,-1,0.0,,MIN
348,348,348,348,2009-09-13,2009091304,25,4,1.0,00:28,1,28.0,0.0,MIN,45.0,55.0,10,-1,0.0,0.0,MIN
349,349,349,349,2009-09-13,2009091304,25,4,,00:00,0,0.0,28.0,MIN,45.0,45.0,0,-1,0.0,0.0,MIN
350,350,350,350,2009-09-13,2009091307,1,1,,15:00,15,3600.0,0.0,DET,30.0,30.0,0,0,0.0,,NO
351,351,351,351,2009-09-13,2009091307,1,1,1.0,14:54,15,3594.0,6.0,NO,46.0,54.0,10,45,0.0,1.0,NO
352,352,352,352,2009-09-13,2009091307,1,1,1.0,14:15,15,3555.0,39.0,DET,40.0,40.0,10,45,0.0,1.0,NO
353,353,353,353,2009-09-13,2009091307,1,1,1.0,13:45,14,3525.0,30.0,DET,14.0,14.0,10,45,0.0,0.0,NO
354,354,354,354,2009-09-13,2009091307,1,1,2.0,13:00,13,3480.0,45.0,DET,9.0,9.0,5,45,0.0,0.0,NO
355,355,355,355,2009-09-13,2009091307,1,1,3.0,12:17,13,3437.0,43.0,DET,9.0,9.0,5,54,0.0,0.0,NO
356,356,356,356,2009-09-13,2009091307,1,1,,12:11,13,3431.0,6.0,DET,2.0,2.0,0,54,0.0,0.0,NO
357,357,357,357,2009-09-13,2009091307,2,1,,12:11,13,3431.0,0.0,NO,30.0,30.0,0,0,0.0,,DET
358,358,358,358,2009-09-13,2009091307,2,1,1.0,12:11,13,3431.0,0.0,DET,20.0,80.0,10,1,0.0,0.0,DET
359,359,359,359,2009-09-13,2009091307,2,1,2.0,11:39,12,3399.0,32.0,DET,21.0,79.0,9,5,0.0,0.0,DET
360,360,360,360,2009-09-13,2009091307,2,1,3.0,10:57,11,3357.0,42.0,DET,25.0,75.0,5,5,0.0,0.0,DET
361,361,361,361,2009-09-13,2009091307,2,1,4.0,10:51,11,3351.0,6.0,DET,25.0,75.0,5,5,0.0,1.0,DET
362,362,362,362,2009-09-13,2009091307,3,1,1.0,10:43,11,3343.0,8.0,NO,47.0,53.0,10,7,0.0,0.0,NO
363,363,363,363,2009-09-13,2009091307,3,1,2.0,10:06,11,3306.0,37.0,DET,46.0,46.0,3,53,0.0,1.0,NO
364,364,364,364,2009-09-13,2009091307,3,1,1.0,09:42,10,3282.0,24.0,DET,39.0,39.0,10,53,0.0,0.0,NO
365,365,365,365,2009-09-13,2009091307,3,1,,09:34,10,3274.0,8.0,DET,2.0,2.0,0,53,0.0,0.0,NO
366,366,366,366,2009-09-13,2009091307,4,1,,09:34,10,3274.0,0.0,NO,30.0,30.0,0,0,0.0,,DET
367,367,367,367,2009-09-13,2009091307,4,1,1.0,09:34,10,3274.0,0.0,DET,20.0,80.0,10,21,0.0,1.0,DET
368,368,368,368,2009-09-13,2009091307,4,1,1.0,09:00,9,3240.0,34.0,DET,41.0,59.0,10,25,0.0,0.0,DET
369,369,369,369,2009-09-13,2009091307,4,1,2.0,08:25,9,3205.0,35.0,DET,45.0,55.0,6,30,0.0,0.0,DET
370,370,370,370,2009-09-13,2009091307,4,1,3.0,07:50,8,3170.0,35.0,MID,50.0,50.0,1,34,0.0,1.0,DET
371,371,371,371,2009-09-13,2009091307,4,1,1.0,07:15,8,3135.0,35.0,NO,46.0,46.0,10,46,0.0,1.0,DET
372,372,372,372,2009-09-13,2009091307,4,1,1.0,06:36,7,3096.0,39.0,NO,34.0,34.0,10,46,0.0,0.0,DET
373,373,373,373,2009-09-13,2009091307,4,1,2.0,06:30,7,3090.0,6.0,NO,34.0,34.0,10,55,0.0,0.0,DET
374,374,374,374,2009-09-13,2009091307,4,1,3.0,05:57,6,3057.0,33.0,NO,25.0,25.0,1,51,0.0,0.0,DET
375,375,375,375,2009-09-13,2009091307,4,1,4.0,05:18,6,3018.0,39.0,NO,29.0,29.0,5,51,0.0,0.0,DET
376,376,376,376,2009-09-13,2009091307,5,1,,05:12,6,3012.0,6.0,DET,30.0,30.0,0,0,0.0,,NO
377,377,377,377,2009-09-13,2009091307,5,1,1.0,05:05,6,3005.0,7.0,NO,19.0,81.0,10,1,0.0,0.0,NO
378,378,378,378,2009-09-13,2009091307,5,1,2.0,04:35,5,2975.0,30.0,NO,20.0,80.0,9,1,0.0,0.0,NO
379,379,379,379,2009-09-13,2009091307,5,1,3.0,04:30,5,2970.0,5.0,NO,20.0,80.0,9,-4,0.0,0.0,NO
380,380,380,380,2009-09-13,2009091307,5,1,3.0,04:30,5,2970.0,0.0,NO,15.0,85.0,14,7,0.0,0.0,NO
381,381,381,381,2009-09-13,2009091307,5,1,4.0,03:49,4,2929.0,41.0,NO,26.0,74.0,3,7,0.0,1.0,NO
382,382,382,382,2009-09-13,2009091307,6,1,1.0,03:38,4,2918.0,11.0,DET,32.0,68.0,10,1,0.0,0.0,DET
383,383,383,383,2009-09-13,2009091307,6,1,2.0,03:10,4,2890.0,28.0,DET,33.0,67.0,9,1,0.0,0.0,DET
384,384,384,384,2009-09-13,2009091307,6,1,3.0,03:05,4,2885.0,5.0,DET,33.0,67.0,9,1,0.0,0.0,DET
385,385,385,385,2009-09-13,2009091307,6,1,4.0,03:01,4,2881.0,4.0,DET,33.0,67.0,9,1,0.0,1.0,DET
386,386,386,386,2009-09-13,2009091307,7,1,1.0,02:48,3,2868.0,13.0,NO,12.0,88.0,10,5,0.0,0.0,NO
387,387,387,387,2009-09-13,2009091307,7,1,2.0,02:10,3,2830.0,38.0,NO,17.0,83.0,5,7,0.0,0.0,NO
388,388,388,388,2009-09-13,2009091307,7,1,3.0,01:31,2,2791.0,39.0,NO,19.0,81.0,3,7,0.0,0.0,NO
389,389,389,389,2009-09-13,2009091307,7,1,4.0,01:25,2,2785.0,6.0,NO,19.0,81.0,3,7,0.0,1.0,NO
390,390,390,390,2009-09-13,2009091307,8,1,1.0,01:11,2,2771.0,14.0,NO,13.0,13.0,10,3,0.0,0.0,DET
391,391,391,391,2009-09-13,2009091307,8,1,2.0,00:40,1,2740.0,31.0,NO,10.0,10.0,7,2,0.0,0.0,DET
392,392,392,392,2009-09-13,2009091307,8,1,,00:00,0,2700.0,40.0,NO,10.0,10.0,0,2,0.0,0.0,
393,393,393,393,2009-09-13,2009091307,8,2,3.0,15:00,15,2700.0,0.0,NO,11.0,11.0,8,9,0.0,0.0,DET
394,394,394,394,2009-09-13,2009091307,8,2,,14:11,15,2651.0,49.0,NO,11.0,11.0,0,9,0.0,0.0,
